date,host,title,resource
27-Oct,Jenna Braun,"""Origin of new emergent Coronavirus and Candida fungal diseases—Terrestrial or cosmic?""",[URL](https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7358766/)
